1059929468	20220824	202208	2022	2022.6411	COP	POLICE						COP			AUS	AUSTRALIA	AUS								1	090	090	09	2	-2.0	2	1	2	-3.00500834724541	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220824064500	https://www.theepochtimes.com/despite-losing-the-vaccine-mandate-case-australian-police-officer-is-a-true-hero_4684895.html
1059929469	20220824	202208	2022	2022.6411	COP	PRISON						COP			BUS	BOSS						BUS			0	173	173	17	4	-5.0	1	1	1	-11.3022113022113	3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	3	Springfield, Massachusetts, United States	US	USMA	MA013	42.1015	-72.5898	609092	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824064500	https://www.theepochtimes.com/man-charged-in-bulger-slaying-to-stay-locked-up-until-trial_4681202.html
1059929470	20220824	202208	2022	2022.6411	COP	POLICE						COP			CVL	COMMUNITY						CVL			1	010	010	01	1	0.0	5	1	5	-3.23741007194244	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338349.html
1059929471	20220824	202208	2022	2022.6411	COP	POLICE						COP			EDU	SCHOOL						EDU			0	173	173	17	4	-5.0	10	1	10	-5.14469453376205	4	Villupuram, Tamil Nadu, India	IN	IN25	70255	11.9333	79.4833	-2114456	4	Villupuram, Tamil Nadu, India	IN	IN25	70255	11.9333	79.4833	-2114456	4	Villupuram, Tamil Nadu, India	IN	IN25	70255	11.9333	79.4833	-2114456	20220824064500	https://www.prokerala.com/news/articles/a1338347.html
1059929472	20220824	202208	2022	2022.6411	COP	DEPUTY						COP			GBRGOV	BRITISH	GBR					GOV			1	154	154	15	4	-7.2	6	1	6	4.22535211267606	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824064500	https://www.gov.uk/government/people/andrew-dalgleish
1059929473	20220824	202208	2022	2022.6411	COP	FEDERAL POLICE						COP			JUD	SUPREME COURT						JUD			1	090	090	09	2	-2.0	5	1	5	-4.47058823529412	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	20220824064500	https://www.stabroeknews.com/2022/08/24/news/regional/brazilian-police-raid-pro-bolsonaro-businessmen-accused-of-coup-talk-sources-say/
1059929474	20220824	202208	2022	2022.6411	COP	POLICE						COP			LAB	EMPLOYEE						LAB			0	020	020	02	1	3.0	10	1	10	-5.2734375	0								0								0								20220824064500	https://www.klkntv.com/updated-crash-report-suggests-lpd-officer-responsible-for-sunday-crash-with-bicyclist/
1059929475	20220824	202208	2022	2022.6411	COP	POLICE						COP			USA	MINNEAPOLIS	USA								0	193	193	19	4	-10.0	3	1	3	-5.53935860058309	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220824064500	https://captimes.com/news/government/wisconsin-republicans-tour-kenosha-two-years-after-jacob-blake-shooting-unrest/article_0390f5e2-7a52-587c-9e1e-d8cefbf90f5e.html
1059929476	20220824	202208	2022	2022.6411	COP	TROOPER						COP			USACOP	NEW YORK STATE	USA					COP			1	042	042	04	1	1.9	5	1	5	-5.71428571428572	0								0								0								20220824064500	https://dailyvoice.com/new-york/portchester/police-fire/22-year-old-killed-in-fiery-westchester-crash-police-say/841243/
1059929477	20220824	202208	2022	2022.6411	COPMED	POLICE						COP	MED		COP	POLICE						COP			1	010	010	01	1	0.0	6	1	6	-3.7593984962406	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929478	20220824	202208	2022	2022.6411	COPMED	POLICE						COP	MED		PTY	POLITICIAN									1	090	090	09	2	-2.0	10	1	10	-3.7593984962406	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	4	Yekaterinburg, Sverdlovskaya Oblast', Russia	RS	RS71	25100	56.8575	60.6125	-3040171	20220824064500	https://interfax.com/newsroom/top-stories/82486/
1059929479	20220824	202208	2022	2022.6411	CRM	DEALER						CRM													0	043	043	04	1	2.8	20	2	20	2.57289879931389	0								0								0								20220824064500	https://www.heraldglobe.com/news/272663973/new-syncron-dealer-to-dealer-d2d-software-extends-a-dealer-supply-chain-to-speed-repair-times-and-maximize-customer-loyalty
1059929480	20220824	202208	2022	2022.6411	CRM	CRIMINAL						CRM			GOV	PRESIDENT						GOV			0	128	128	12	3	-5.0	10	1	10	-6.33680555555556	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20220824064500	https://www.vanguardngr.com/2022/08/is-abuja-doing-enough-to-stop-the-theft-of-nigerias-crude-oil/
1059929481	20220824	202208	2022	2022.6411	CRM	CRIMINAL						CRM			MED	MEDIA						MED			1	1121	112	11	3	-2.0	20	1	10	-7.21311475409836	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220824064500	http://www.journalismpakistan.com/calls-on-social-media-for-violence-against-journalists-a-criminal-activity-dawn
1059929482	20220824	202208	2022	2022.6411	CVL	TOURIST						CVL													1	020	020	02	1	3.0	10	1	10	-4.61538461538461	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220824064500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_17/
1059929483	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL													1	060	060	06	2	6.0	10	1	10	-3.86473429951691	4	La Union, Sorsogon, Philippines	RP	RP58	24245	12.9914	123.872	-2432444	0								4	La Union, Sorsogon, Philippines	RP	RP58	24245	12.9914	123.872	-2432444	20220824064500	https://www.philippinetimes.com/news/272663876/families-affected-by-florita-now-at-13k-ndrrmc
1059929484	20220824	202208	2022	2022.6411	CVL	POPULATION						CVL													0	120	120	12	3	-4.0	10	1	10	0.11621150493899	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20220824064500	https://www.ipsnews.net/2022/08/thinking-like-tree-tribute-life-sustainers/
1059929485	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL													0	172	172	17	4	-5.0	10	1	10	-3.23741007194244	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20220824064500	https://www.prokerala.com/news/articles/a1338349.html
1059929486	20220824	202208	2022	2022.6411	CVL	VILLAGE						CVL			EDU	SCHOOL						EDU			1	042	042	04	1	1.9	7	1	7	-0.72289156626506	4	Macuata, Northern, Fiji	FJ	FJ03	40202	-16.5	179.25	-1189205	4	Macuata, Northern, Fiji	FJ	FJ03	40202	-16.5	179.25	-1189205	4	Macuata, Northern, Fiji	FJ	FJ03	40202	-16.5	179.25	-1189205	20220824064500	https://www.fijitimes.com/fighting-to-win-bring-back-change/
1059929487	20220824	202208	2022	2022.6411	CVL	VILLAGE						CVL			EDU	SCHOOL						EDU			1	042	042	04	1	1.9	3	1	3	-0.72289156626506	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20220824064500	https://www.fijitimes.com/fighting-to-win-bring-back-change/
1059929488	20220824	202208	2022	2022.6411	CVL	VILLAGE						CVL			GBR	MANCHESTER	GBR								1	043	043	04	1	2.8	10	1	10	5.15653775322284	0								0								0								20220824064500	https://www.manchestereveningnews.co.uk/whats-on/whats-on-news/fairytale-peak-district-village-step-24831830
1059929489	20220824	202208	2022	2022.6411	CVL	RESIDENTS						CVL			GBR	WALES	GBR								1	172	172	17	4	-5.0	8	1	8	-6.33333333333333	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20220824064500	https://www.southwalesguardian.co.uk/news/20713537.amman-swansea-valley-residents-fined/
1059929490	20220824	202208	2022	2022.6411	CVL	RESIDENTS						CVL			JOR	JORDAN	JOR								1	172	172	17	4	-5.0	1	1	1	-6.33333333333333	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20220824064500	https://www.southwalesguardian.co.uk/news/20713537.amman-swansea-valley-residents-fined/
1059929491	20220824	202208	2022	2022.6411	CVL	POPULATION						CVL			USA	SOUTH CAROLINA	USA								1	040	040	04	1	1.0	10	1	10	0	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220824064500	https://thetandd.com/news/local/scdnr-invites-public-to-discuss-deer-numbers-deer-hunting-on-francis-marion-national-forest/article_f52bca83-0c46-558b-a9ca-499a64b1e0d8.html
1059929492	20220824	202208	2022	2022.6411	CVL	COMMUNITY						CVL			USA	MIAMI	USA								1	042	042	04	1	1.9	2	1	2	0	3	Palmetto, Florida, United States	US	USFL	FL081	27.5214	-82.5723	288429	3	Palmetto, Florida, United States	US	USFL	FL081	27.5214	-82.5723	288429	3	Palmetto, Florida, United States	US	USFL	FL081	27.5214	-82.5723	288429	20220824064500	https://www.nbcmiami.com/news/local/5-killed-in-wrong-way-crash-remembered-as-beautiful-souls-during-vigil/2842512/
1059929493	20220824	202208	2022	2022.6411	CVL	POPULATION						CVL			USA	SOUTH CAROLINA	USA								1	046	046	04	1	7.0	10	1	10	0	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220824064500	https://thetandd.com/news/local/scdnr-invites-public-to-discuss-deer-numbers-deer-hunting-on-francis-marion-national-forest/article_f52bca83-0c46-558b-a9ca-499a64b1e0d8.html
1059929494	20220824	202208	2022	2022.6411	CYMELI	PETER SMITH	CYM					ELI													1	112	112	11	3	-2.0	5	1	5	-7.8239608801956	0								0								0								20220824064500	https://www.dorsetecho.co.uk/news/20718854.warning-electric-theft-dorset/
1059929495	20220824	202208	2022	2022.6411	CZE	PRAGUE	CZE								CHN	CHINA	CHN								0	015	015	01	1	0.0	4	1	4	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929496	20220824	202208	2022	2022.6411	CZE	CZECH REPUBLIC	CZE								CZEGOV	PRAGUE	CZE					GOV			0	040	040	04	1	1.0	2	1	2	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929497	20220824	202208	2022	2022.6411	CZE	PRAGUE	CZE								GOV	AMBASSADOR						GOV			0	036	036	03	1	4.0	10	1	10	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929498	20220824	202208	2022	2022.6411	CZE	CZECH REPUBLIC	CZE								TWN	TAIWAN	TWN								0	015	015	01	1	0.0	4	1	4	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929499	20220824	202208	2022	2022.6411	CZEGOV	PRAGUE	CZE					GOV													0	040	040	04	1	1.0	8	1	8	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929500	20220824	202208	2022	2022.6411	CZEGOV	PRAGUE	CZE					GOV			CZE	CZECH REPUBLIC	CZE								0	040	040	04	1	1.0	2	1	2	-1.19521912350598	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220824064500	https://brnodaily.com/2022/08/24/news/politics/president-zeman-blames-green-fanaticism-for-energy-crisis/
1059929501	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								CAN	OTTAWA	CAN								1	043	043	04	1	2.8	2	1	2	-1.61662817551963	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824064500	https://tass.com/economy/1497495
1059929502	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								IGOEUREEC	THE EU	EUR	EEC				IGO			0	044	044	04	1	2.5	2	1	2	6.92041522491345	1	Germany	GM	GM		51.5	10.5	GM	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929503	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								IGOEUREEC	THE EU	EUR	EEC				IGO			0	044	044	04	1	2.5	2	1	2	6.92041522491345	1	Cote D'ivoire	IV	IV		8	-5	IV	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929504	20220824	202208	2022	2022.6411	DEU	GERMAN	DEU								REF	REFUGEE						REF			1	051	051	05	1	3.4	4	1	4	6.92041522491345	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929505	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								USA	KENTUCKY	USA								0	010	010	01	1	0.0	1	1	1	-1.54320987654321	3	Greenville, Kentucky, United States	US	USKY	KY177	37.2012	-87.1789	493344	3	Greenville, Kentucky, United States	US	USKY	KY177	37.2012	-87.1789	493344	3	Greenville, Kentucky, United States	US	USKY	KY177	37.2012	-87.1789	493344	20220824064500	https://www.dailyadvocate.com/2022/08/24/story-of-a-nurse-in-world-war-ii/
1059929506	20220824	202208	2022	2022.6411	DEU	GERMANY	DEU								USA	KENTUCKY	USA								0	010	010	01	1	0.0	1	1	1	-1.54320987654321	3	Greenville, Kentucky, United States	US	USKY	KY177	37.2012	-87.1789	493344	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Greenville, Kentucky, United States	US	USKY	KY177	37.2012	-87.1789	493344	20220824064500	https://www.dailyadvocate.com/2022/08/24/story-of-a-nurse-in-world-war-ii/
1059929507	20220824	202208	2022	2022.6411	DEUELI	GERMAN	DEU					ELI			REF	REFUGEE						REF			1	051	051	05	1	3.4	6	1	6	6.92041522491345	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929508	20220824	202208	2022	2022.6411	DEUGOV	GERMAN	DEU					GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	044	044	04	1	2.5	4	1	4	6.92041522491345	1	Germany	GM	GM		51.5	10.5	GM	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929509	20220824	202208	2022	2022.6411	DEUGOV	GERMANY	DEU					GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	044	044	04	1	2.5	2	1	2	6.92041522491345	1	Cote D'ivoire	IV	IV		8	-5	IV	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929510	20220824	202208	2022	2022.6411	DEUGOV	ANGELA MERKEL	DEU					GOV			REF	REFUGEE						REF			1	051	051	05	1	3.4	10	1	10	6.92041522491345	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220824064500	https://www.ibtimes.co.in/angela-merkel-wins-2022-unesco-peace-prize-efforts-welcome-refugees-851616
1059929511	20220824	202208	2022	2022.6411	DNK	DENMARK	DNK								USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-1.83028286189684	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824064500	http://www.hngn.com/articles/243991/20220823/jan-6-committee-interrogates-trumps-former-cabinet-members-national-security.htm
1059929512	20220824	202208	2022	2022.6411	EDU	PROFESSOR						EDU													1	010	010	01	1	0.0	5	1	5	0.69169960474308	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220824064500	https://www.gizchina.com/2022/08/24/google-robots-are-more-human-like-can-perform-complex-tasks/
1059929513	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	020	020	02	1	3.0	6	1	6	-2.96052631578947	3	Clarke County, Virginia, United States	US	USVA	VA043	39.1168	-77.9664	1690562	0								3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929514	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	043	043	04	1	2.8	10	1	10	-2.96052631578947	3	Berryville, Virginia, United States	US	USVA	VA043	39.1518	-77.9822	1498453	0								3	Berryville, Virginia, United States	US	USVA	VA043	39.1518	-77.9822	1498453	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929515	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													0	043	043	04	1	2.8	4	1	4	-2.96052631578947	3	Clarke County, Virginia, United States	US	USVA	VA043	39.1168	-77.9664	1690562	0								3	Clarke County, Virginia, United States	US	USVA		39.1168	-77.9664	1690562	20220824064500	https://www.winchesterstar.com/winchester_star/clarke-adopts-revised-return-to-school-plan/article_499e5662-0165-5b50-9b82-1b95dfa35a19.html
1059929516	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	043	043	04	1	2.8	10	1	10	-1.83574879227053	1	Bangladesh	BG	BG		24	90	BG	0								1	Bangladesh	BG	BG		24	90	BG	20220824064500	https://www.globalcitizen.org/en/content/birth-registration-for-all-2030/
1059929517	20220824	202208	2022	2022.6411	EDU	SCHOOL						EDU													1	090	090	09	2	-2.0	2	1	2	-5.14469453376205	4	Veppur, Tamil Nadu, India	IN	IN25	70255	11.5333	79.1167	-2114383	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824064500	https://www.prokerala.com/news/articles/a1338347.html
